train_size,train_mean,train_std,cv_mean,cv_std
86,,,,
280,,,,
475,1.0,0.0,0.5854166666666667,0.0338501600193165
669,1.0,0.0,0.759375,0.026536956672618742
864,1.0,0.0,0.9500000000000002,0.022726483572157726
